name,prob_f,prob_m,gender
CARMITA,1.0,0.0,F
CAROL LESLEY,1.0,0.0,F
CAROLINA SOCORRO,1.0,0.0,F
CAROLINE MARIA,1.0,0.0,F
CAROLYN ANNE,1.0,0.0,F
CECILIA ANTONIA,1.0,0.0,F
CECILIA GABRIELA,1.0,0.0,F
CECILIA ROSA,1.0,0.0,F
CELIA MAR,1.0,0.0,F
CELIA ROSARIO,1.0,0.0,F
CELINIA,1.0,0.0,F
CHAALA,1.0,0.0,F
CHARLIE,0.15584415584415584,0.8441558441558441,M
CHIFAA,1.0,0.0,F
CHUNYU,1.0,0.0,F
CIARA MARIA,1.0,0.0,F
CIBELE,1.0,0.0,F
CINTHIA KARINA,1.0,0.0,F
CLARA ALEJANDRA,1.0,0.0,F
CLARA ANDREA,1.0,0.0,F
CLARA ESTELA,1.0,0.0,F
CLARA INMACULADA,1.0,0.0,F
CLARA MAGDALENA,1.0,0.0,F
CLARA NIEVES,1.0,0.0,F
CLAUDIA ANGELES,1.0,0.0,F
CLAUDIA LUISA,1.0,0.0,F
CLODOALDA,1.0,0.0,F
CLODOMIRA,1.0,0.0,F
COMBA,1.0,0.0,F
CONCEPCION ALICIA,1.0,0.0,F
CONCEPCION AMPARO,1.0,0.0,F
CONCEPCION BEGOÑA,1.0,0.0,F
CONCEPCION ESPERANZA,1.0,0.0,F
CONSUELO ENCARNACION,1.0,0.0,F
CONSUELO MARGARITA,1.0,0.0,F
CONSUELO VICTORIA,1.0,0.0,F
CORNELIA JOHANNA,1.0,0.0,F
COURA,1.0,0.0,F
CRISTINA JUANA,1.0,0.0,F
CRISTINA LORETO,1.0,0.0,F
CRISTINA SIMONA,1.0,0.0,F
CRISTINA TAMARA,1.0,0.0,F
CRISTINA TEODORA,1.0,0.0,F
CRISTINA VIOLETA,1.0,0.0,F
CYNTHIA PATRICIA,1.0,0.0,F
DAIRA MARIA,1.0,0.0,F
DANA ELENA,1.0,0.0,F
DANIELA KARINA,1.0,0.0,F
DANIELA LORENA,1.0,0.0,F
DANIELA MARINELA,1.0,0.0,F
DANIELA MONTSERRAT,1.0,0.0,F
DANIELA RAQUEL,1.0,0.0,F
DANNA ALEXANDRA,1.0,0.0,F
DAOUYA,1.0,0.0,F
DARCY,1.0,0.0,F
DARIANNA,1.0,0.0,F
DARLYN,1.0,0.0,F
DAVINIA PILAR,1.0,0.0,F
DAYANA VALENTINA,1.0,0.0,F
DAYANNA CAROLINA,1.0,0.0,F
DEBORA PATRICIA,1.0,0.0,F
DELLANIRA,1.0,0.0,F
DENEB,1.0,0.0,F
DENISA ANDREA,1.0,0.0,F
DENISA BIANCA,1.0,0.0,F
DENISA VALENTINA,1.0,0.0,F
DENISSE ALEJANDRA,1.0,0.0,F
DENISSE MARIA,1.0,0.0,F
DENIZE,1.0,0.0,F
DIABOU,1.0,0.0,F
DIANA ANGELES,1.0,0.0,F
DIANA EDITH,1.0,0.0,F
DIANA FILIPA,1.0,0.0,F
DIANA KATERINE,1.0,0.0,F
DIANA MADALINA,1.0,0.0,F
DIANA RUTH,1.0,0.0,F
DILIA MARIA,1.0,0.0,F
DIOSINDA,1.0,0.0,F
DISNEY,1.0,0.0,F
DOCHKA,1.0,0.0,F
DOLORES ALICIA,1.0,0.0,F
DOLORES ELISA,1.0,0.0,F
DOLORES IRENE,1.0,0.0,F
DOLORES JOSE,1.0,0.0,F
DOLORES VALLE,1.0,0.0,F
DOMINA,1.0,0.0,F
DONNA MARIA,1.0,0.0,F
DORA MERCEDES,1.0,0.0,F
DORIS LILIANA,1.0,0.0,F
DORIS ROCIO,1.0,0.0,F
DUA FATIMA,1.0,0.0,F
EDELMA,1.0,0.0,F
EDITH ALEJANDRA,1.0,0.0,F
ELAF,1.0,0.0,F
ELBA CARMEN,1.0,0.0,F
ELENA ADELA,1.0,0.0,F
ELENA ANCA,1.0,0.0,F
ELENA ESTEFANIA,1.0,0.0,F
ELENA LOURDES,1.0,0.0,F
ELENA LUIZA,1.0,0.0,F
ELENA MARCELA,1.0,0.0,F
ELENA NOEMI,1.0,0.0,F
ELENA VANESA,1.0,0.0,F
ELIA MARINA,1.0,0.0,F
ELIANE CRISTINA,1.0,0.0,F
ELISA ANGELA,1.0,0.0,F
ELISA EUGENIA,1.0,0.0,F
ELISABETH MARIE,1.0,0.0,F
ELIZABETH MONICA,1.0,0.0,F
ELIZANDRA,1.0,0.0,F
ELOINA MARIA,1.0,0.0,F
ELSA MARLENE,1.0,0.0,F
ELSI,1.0,0.0,F
ELVIRA BEATRIZ,1.0,0.0,F
ELVIRA CONSUELO,1.0,0.0,F
EMA MARIA,1.0,0.0,F
EMERENCIA,1.0,0.0,F
EMERITA MARIA,1.0,0.0,F
EMILIA MIHAELA,1.0,0.0,F
EMILIA MONTSERRAT,1.0,0.0,F
EMILIA VICENTA,1.0,0.0,F
EMILY CARMEN,1.0,0.0,F
EMILY DAYANA,1.0,0.0,F
EMILY GRACE,1.0,0.0,F
EMMA CLAIRE,1.0,0.0,F
EMMA RAQUEL,1.0,0.0,F
EMMA YOLANDA,1.0,0.0,F
EMNA,1.0,0.0,F
ENCARNACION JESUS,1.0,0.0,F
ENMA ROSA,1.0,0.0,F
ERIKA JANETH,1.0,0.0,F
ERIKA MARGARITA,1.0,0.0,F
ERIKA ROXANA,1.0,0.0,F
ERMESINDA,1.0,0.0,F
ESCELITA,1.0,0.0,F
ESPECTACION,1.0,0.0,F
ESPERANZA JOSEFA,1.0,0.0,F
ESPERANZA LOURDES,1.0,0.0,F
ESPERANZA ROSA,1.0,0.0,F
ESSAFIA,1.0,0.0,F
ESTHEFANIA,1.0,0.0,F
ESTHER ANGELES,1.0,0.0,F
ESTRELLA INMACULADA,1.0,0.0,F
ESTRELLA ROSARIO,1.0,0.0,F
ESTRELLITA,1.0,0.0,F
EUGENIA MARGARITA,1.0,0.0,F
EUGENIA ROSARIO,1.0,0.0,F
EULALIA MARGARITA,1.0,0.0,F
EVA AMPARO,1.0,0.0,F
EVA BEGOÑA,1.0,0.0,F
EVA CANDELARIA,1.0,0.0,F
EVA ELISA,1.0,0.0,F
EVA VALENTINA,1.0,0.0,F
EVORA,1.0,0.0,F
FADHILA,1.0,0.0,F
FANNY PIEDAD,1.0,0.0,F
FATIMA VANESSA,1.0,0.0,F
FATTOUM,1.0,0.0,F
FELISA ROSARIO,1.0,0.0,F
FERNANDA ESTEFANIA,1.0,0.0,F
FIORENZA,1.0,0.0,F
FLAVIA ELENA,1.0,0.0,F
FLORENCIA DANIELA,1.0,0.0,F
FLORENCIA SOFIA,1.0,0.0,F
FLORENTINA GEORGIANA,1.0,0.0,F
FLORICA DANIELA,1.0,0.0,F
FRANCISCA AMELIA,1.0,0.0,F
FRANCISCA SALES,1.0,0.0,F
FREYJA,1.0,0.0,F
FUNDAMENTO,1.0,0.0,F
FURONG,1.0,0.0,F
GABRIELA JUDITH,1.0,0.0,F
GABRIELA RAQUEL,1.0,0.0,F
GEMA VANESSA,1.0,0.0,F
GENESIS ARIANA,1.0,0.0,F
GENESIS VALENTINA,1.0,0.0,F
GENI,1.0,0.0,F
GENOVEBA,1.0,0.0,F
GERALDA,1.0,0.0,F
GHIZLENE,1.0,0.0,F
GISELA ALEJANDRA,1.0,0.0,F
GIUSY,1.0,0.0,F
GLADYS NARCISA,1.0,0.0,F
GLENDA LIZETH,1.0,0.0,F
GLORIA CONSTANZA,1.0,0.0,F
GLORIA GRACIELA,1.0,0.0,F
GRACIELA VALLE,1.0,0.0,F
GRECIA ALEJANDRA,1.0,0.0,F
GUAXARA,1.0,0.0,F
GWEN,1.0,0.0,F
HANNANE,1.0,0.0,F
HASSANATOU,1.0,0.0,F
HEATHER JANE,1.0,0.0,F
HEIDY JOHANA,1.0,0.0,F
HEIDY JOHANNA,1.0,0.0,F
HELLA,1.0,0.0,F
HELMA,1.0,0.0,F
HERMENCINA,1.0,0.0,F
HERMINIA ANGELES,1.0,0.0,F
HUIJUAN,1.0,0.0,F
IANIRA,1.0,0.0,F
IARA MARIA,1.0,0.0,F
IFRA,1.0,0.0,F
IKRAN,1.0,0.0,F
ILONA MARIA,1.0,0.0,F
ILUMINACION,1.0,0.0,F
ILUMINADA MARIA,1.0,0.0,F
IMELDA MARIA,1.0,0.0,F
INAAYA,1.0,0.0,F
INES ALICIA,1.0,0.0,F
INES AMPARO,1.0,0.0,F
INES AURORA,1.0,0.0,F
INES LOURDES,1.0,0.0,F
IOANA IULIANA,1.0,0.0,F
IONELA CORINA,1.0,0.0,F
IONITA,0.4528301886792453,0.5471698113207547,M
IRENE ANGELA,1.0,0.0,F
IRENE FATIMA,1.0,0.0,F
IRENE JOSEFINA,1.0,0.0,F
IRENE NATALIA,1.0,0.0,F
IRENE PINO,1.0,0.0,F
IRIA CARMEN,1.0,0.0,F
IRINA IONELA,1.0,0.0,F
IRIS GABRIELA,1.0,0.0,F
IRMA CAROLINA,1.0,0.0,F
ISABEL JULIANA,1.0,0.0,F
ISABEL LUZ,1.0,0.0,F
ISABEL VALENTINA,1.0,0.0,F
ISABELLA ANDREA,1.0,0.0,F
ISILDA,1.0,0.0,F
ISRAT,1.0,0.0,F
IULIANA GEORGIANA,1.0,0.0,F
IVANNA MARIA,1.0,0.0,F
IWONA KATARZYNA,1.0,0.0,F
JACQUELINE LOUISE,1.0,0.0,F
JEHAN,1.0,0.0,F
JENIFFER PAOLA,1.0,0.0,F
JENINA,1.0,0.0,F
JENNIFER PILAR,1.0,0.0,F
JENNY ANGELICA,1.0,0.0,F
JENNY ROSARIO,1.0,0.0,F
JESSICA ANNE,1.0,0.0,F
JETTE,1.0,0.0,F
JINE,1.0,0.0,F
JINFEN,1.0,0.0,F
JINGYU,1.0,0.0,F
JINYI,0.5333333333333333,0.4666666666666667,F
JOANNE LESLEY,1.0,0.0,F
JOHANNA BEATRIZ,1.0,0.0,F
JOHARA,1.0,0.0,F
JOSEFA JULIANA,1.0,0.0,F
JOSEFA MARIA PILAR,1.0,0.0,F
JOSEFA VIRGINIA,1.0,0.0,F
JOSELYN ALEJANDRA,1.0,0.0,F
JOSEPHINE ANN,1.0,0.0,F
JOSSELYN MICHELLE,1.0,0.0,F
JUANA ESTER,1.0,0.0,F
JUANA EULALIA,1.0,0.0,F
JUDITH MARGARITA,1.0,0.0,F
JUDITH ROCIO,1.0,0.0,F
JUE,1.0,0.0,F
JULIA ADRIANA,1.0,0.0,F
JULIA CARLOTA,1.0,0.0,F
JULIA DANIELA,1.0,0.0,F
JULIA LOURDES,1.0,0.0,F
JULIA MARGARET,1.0,0.0,F
KABA,0.22641509433962265,0.7735849056603774,M
KAREN VICTORIA,1.0,0.0,F
KARINA ANGELES,1.0,0.0,F
KARLA KARINA,1.0,0.0,F
KAROLIN,1.0,0.0,F
KARUNA,1.0,0.0,F
KATHERINE ABIGAIL,1.0,0.0,F
KATHERINE ADRIANA,1.0,0.0,F
KATHERINE ROCIO,1.0,0.0,F
KATHERINE STEPHANIE,1.0,0.0,F
KEITY,1.0,0.0,F
KENIA ALTAGRACIA,1.0,0.0,F
KENIA VANESSA,1.0,0.0,F
KHADIYA,1.0,0.0,F
KIMBERLY DAYANA,1.0,0.0,F
KIRILKA,1.0,0.0,F
KORINA,1.0,0.0,F
KUBRA,1.0,0.0,F
LADY ALEXANDRA,1.0,0.0,F
LAIA VALENTINA,1.0,0.0,F
LAMBERTA,1.0,0.0,F
LARISA MADALINA,1.0,0.0,F
LAURA ABIGAIL,1.0,0.0,F
LAURA ADELA,1.0,0.0,F
LAURA CANDELARIA,1.0,0.0,F
LAURA JOHANNA,1.0,0.0,F
LAURA PAMELA,1.0,0.0,F
LEANDRA MARIA,1.0,0.0,F
LEIDA MARIA,1.0,0.0,F
LEONOR ELIZABETH,1.0,0.0,F
LETICIA BELEN,1.0,0.0,F
LETICIA ELENA,1.0,0.0,F
LETICIA INES,1.0,0.0,F
LEYVA,1.0,0.0,F
LIBRADA MARIA,1.0,0.0,F
LICA,0.43636363636363634,0.5636363636363636,M
LIENE,1.0,0.0,F
LILIAN ESTHER,1.0,0.0,F
LILIAN MABEL,1.0,0.0,F
LILIANA CECILIA,1.0,0.0,F
LILIANA SOLEDAD,1.0,0.0,F
LILLIAM,1.0,0.0,F
LILYAN,1.0,0.0,F
LINA JOHANA,1.0,0.0,F
LINDA ROSA,1.0,0.0,F
LIRIA MARIA,1.0,0.0,F
LISARDA,1.0,0.0,F
LISSETH CAROLINA,1.0,0.0,F
LIZETH ALEJANDRA,1.0,0.0,F
LOREDANA MARIANA,1.0,0.0,F
LORENA MARINA,1.0,0.0,F
LOUISE ANN,1.0,0.0,F
LOURDES ALEJANDRA,1.0,0.0,F
LOURDES FABIOLA,1.0,0.0,F
LOURDES LILIANA,1.0,0.0,F
LOVEPREET,0.15286624203821655,0.8471337579617835,M
LUCIA ALBA,1.0,0.0,F
LUCIA ALMUDENA,1.0,0.0,F
LUCIA NAZARET,1.0,0.0,F
LUCIA NOEMI,1.0,0.0,F
LUISA NATALIA,1.0,0.0,F
LUISA RAMONA,1.0,0.0,F
LUSIA,1.0,0.0,F
LUZ ALEIDA,1.0,0.0,F
LUZ DIANA,1.0,0.0,F
LUZ OMAIRA,1.0,0.0,F
LUZ YOLANDA,1.0,0.0,F
LYANNA,1.0,0.0,F
MAAIKE,1.0,0.0,F
MACARENA PAZ,1.0,0.0,F
MAHMUDA,1.0,0.0,F
MAIA SOFIA,1.0,0.0,F
MAKIKO,1.0,0.0,F
MAME BOUSSO,1.0,0.0,F
MAMEN,1.0,0.0,F
MANDITA,1.0,0.0,F
MANUELA ALEXANDRA,1.0,0.0,F
MANUELA CECILIA,1.0,0.0,F
MANUELA LEONOR,1.0,0.0,F
MARBELY,1.0,0.0,F
MARCIA CARMEN,1.0,0.0,F
MARCIA ROCIO,1.0,0.0,F
MAREMA,1.0,0.0,F
MARGARITA AURORA,1.0,0.0,F
MARGARITA AZUCENA,1.0,0.0,F
MARIA ADMIRACION,1.0,0.0,F
MARIA AMBROSIA,1.0,0.0,F
MARIA ASSUNCAO,1.0,0.0,F
MARIA BENDICION,1.0,0.0,F
MARIA CARMEN JESUS,1.0,0.0,F
MARIA CARMEN MARTA,1.0,0.0,F
MARIA CLAVELINA,1.0,0.0,F
MARIA DOLÇA,1.0,0.0,F
MARIA DON,1.0,0.0,F
MARIA EMERENCIANA,1.0,0.0,F
MARIA ESTEFANY,1.0,0.0,F
MARIA EXCELSA,1.0,0.0,F
MARIA GRISELA,1.0,0.0,F
MARIA ISABEL ROSARIO,1.0,0.0,F
MARIA JASMINA,1.0,0.0,F
MARIA JESUS ANGELES,1.0,0.0,F
MARIA JESUS ELENA,1.0,0.0,F
MARIA LUISA JOSEFA,1.0,0.0,F
MARIA MANUEL,1.0,0.0,F
MARIA MATUTINA,1.0,0.0,F
MARIA NIVARIA,1.0,0.0,F
MARIA PILAR ANA,1.0,0.0,F
MARIA ROQUE,1.0,0.0,F
MARIA ROSANNA,1.0,0.0,F
MARIA SALOBRAL,1.0,0.0,F
MARIA SANPEDRO,1.0,0.0,F
MARIA SHEYLA,1.0,0.0,F
MARIA SORAIDA,1.0,0.0,F
MARIA TERESA BEGOÑA,1.0,0.0,F
MARIA TERESA MERCEDES,1.0,0.0,F
MARIA TERESA ROSARIO,1.0,0.0,F
MARIA TORIBIA,1.0,0.0,F
MARIA VENUS,1.0,0.0,F
MARIA YAMILETH,1.0,0.0,F
MARIANA ANGELA,1.0,0.0,F
MARIANA FERNANDA,1.0,0.0,F
MARIANA LOURDES,1.0,0.0,F
MARIANN,1.0,0.0,F
MARIDALIA,1.0,0.0,F
MARIE SOPHIE,1.0,0.0,F
MARIELA INES,1.0,0.0,F
MARIELA NOEMI,1.0,0.0,F
MARIEMMA,1.0,0.0,F
MARILEN,1.0,0.0,F
MARILYN ANN,1.0,0.0,F
MARINA SUSANA,1.0,0.0,F
MARISA ALEJANDRA,1.0,0.0,F
MARISA BEATRIZ,1.0,0.0,F
MARJA,1.0,0.0,F
MARTA AUXILIADORA,1.0,0.0,F
MARTA BARBARA,1.0,0.0,F
MARTA CAYETANA,1.0,0.0,F
MARTA CLAUDIA,1.0,0.0,F
MARTA LIGIA,1.0,0.0,F
MARTA PAZ,1.0,0.0,F
MARTHA LILIA,1.0,0.0,F
MARTHA LOURDES,1.0,0.0,F
MARTHA PAOLA,1.0,0.0,F
MARYLINE,1.0,0.0,F
MASSAOUDA,1.0,0.0,F
MATILDE ASUNCION,1.0,0.0,F
MATILDE MERCEDES,1.0,0.0,F
MATILDE VICTORIA,1.0,0.0,F
MAURA ISABEL,1.0,0.0,F
MAYRA ELENA,1.0,0.0,F
MAYRA JACQUELINE,1.0,0.0,F
MAYRA MERCEDES,1.0,0.0,F
MELANEA,1.0,0.0,F
MELANIE ELIZABETH,1.0,0.0,F
MELANIE MICHELLE,1.0,0.0,F
MELANIE SOFIA,1.0,0.0,F
MELBA ROSA,1.0,0.0,F
MELISA CARMEN,1.0,0.0,F
MELYSSA,1.0,0.0,F
MERCEDES ANGELA,1.0,0.0,F
MERCEDES ASCENSION,1.0,0.0,F
MERCEDES EMILIA,1.0,0.0,F
MERCEDES TRINIDAD,1.0,0.0,F
MERCIA,1.0,0.0,F
MERIEN,1.0,0.0,F
MIA ISABEL,1.0,0.0,F
MILAGROS LUCIA,1.0,0.0,F
MILAGROS MARGARITA,1.0,0.0,F
MILLIE,1.0,0.0,F
MINI,1.0,0.0,F
MIRANDA VICTORIA,1.0,0.0,F
MIREIA ISABEL,1.0,0.0,F
MIREN AMETS,1.0,0.0,F
MIRIAM YANETH,1.0,0.0,F
MIRIAN LILIANA,1.0,0.0,F
MIRIAN SOLEDAD,1.0,0.0,F
MIRNA MARIA,1.0,0.0,F
MISSEL,1.0,0.0,F
MONICA CANDELARIA,1.0,0.0,F
MONICA JULIETH,1.0,0.0,F
MONICA NICOLETA,1.0,0.0,F
MONICA ROXANA,1.0,0.0,F
MONTSERRAT NIEVES,1.0,0.0,F
MONYA,1.0,0.0,F
MUBEEN,0.4528301886792453,0.5471698113207547,M
MUNEEBA,1.0,0.0,F
MYRIAM TERESA,1.0,0.0,F
NANCY LEONOR,1.0,0.0,F
NATALIA SUSANA,1.0,0.0,F
NATASHA MARIA,1.0,0.0,F
NATIVIDAD JOSEFA,1.0,0.0,F
NAYARET,1.0,0.0,F
NEIZA,1.0,0.0,F
NELLY CRISTINA,1.0,0.0,F
NICAURIS,1.0,0.0,F
NICOLE CRISTINA,1.0,0.0,F
NICOLETA CARMEN,1.0,0.0,F
NICOLETA LAURA,1.0,0.0,F
NICOLETA LUMINITA,1.0,0.0,F
NILA MARIA,1.0,0.0,F
NILDA ISABEL,1.0,0.0,F
NILDA ROSA,1.0,0.0,F
NILOOFAR,1.0,0.0,F
NIURKA MARIA,1.0,0.0,F
NOEMI TERESA,1.0,0.0,F
NORA ALEJANDRA,1.0,0.0,F
NORMA LIDIA,1.0,0.0,F
NORMA MARLENE,1.0,0.0,F
NOUNOUT,1.0,0.0,F
NUBIA ESPERANZA,1.0,0.0,F
NURIA GEMA,1.0,0.0,F
NURIA LORENA,1.0,0.0,F
NURIA LOURDES,1.0,0.0,F
NURIA PALOMA,1.0,0.0,F
NURIA PINO,1.0,0.0,F
NYAH,1.0,0.0,F
OANA ADRIANA,1.0,0.0,F
OLGA ESTER,1.0,0.0,F
OLGA MAGDALENA,1.0,0.0,F
OLGA VIRGINIA,1.0,0.0,F
OLIVIA ELENA,1.0,0.0,F
ONOFRA,1.0,0.0,F
OPHELIE,1.0,0.0,F
ORFA,1.0,0.0,F
ORIANA SOFIA,1.0,0.0,F
ORIETTA,1.0,0.0,F
OTILIA CARMEN,1.0,0.0,F
PALOMA ALEJANDRA,1.0,0.0,F
PAOLA JACQUELINE,1.0,0.0,F
PATRICIA AURORA,1.0,0.0,F
PATRICIA ESTELA,1.0,0.0,F
PATRICIA FABIANA,1.0,0.0,F
PATRICIA JANETH,1.0,0.0,F
PATRICIA JUDITH,1.0,0.0,F
PETIA,1.0,0.0,F
PETRA MARGARITA,1.0,0.0,F
PHILIPPA JANE,1.0,0.0,F
PILAR ELISA,1.0,0.0,F
PILAR ELVIRA,1.0,0.0,F
PILAR ESTEFANIA,1.0,0.0,F
PILAR IRENE,1.0,0.0,F
PINO GLORIA,1.0,0.0,F
PINO ROSARIO,1.0,0.0,F
PONCIANA,1.0,0.0,F
PREDESTINA,1.0,0.0,F
PRESENTACION MARIA,1.0,0.0,F
PRISCILA ELIZABETH,1.0,0.0,F
PRISCILA ESTEFANIA,1.0,0.0,F
PROCOPIA,1.0,0.0,F
QINGXIA,1.0,0.0,F
QIWEN,1.0,0.0,F
RABEYA,1.0,0.0,F
RACHEL JANE,1.0,0.0,F
RACHEL MARIE,1.0,0.0,F
RADHA,1.0,0.0,F
RAFAELA ISABEL,1.0,0.0,F
RAFIAA,1.0,0.0,F
RALUCA FLORENTINA,1.0,0.0,F
RAMLA,1.0,0.0,F
RAQUEL BEGOÑA,1.0,0.0,F
RAQUEL CANDELARIA,1.0,0.0,F
RAQUEL ELISA,1.0,0.0,F
RAQUEL FATIMA,1.0,0.0,F
RAQUEL LAURA,1.0,0.0,F
REBECA BEATRIZ,1.0,0.0,F
REBECA DANIELA,1.0,0.0,F
REBECA SOFIA,1.0,0.0,F
REBECA VALENTINA,1.0,0.0,F
RIO,0.09486166007905138,0.9051383399209486,M
RITA DAVINIA,1.0,0.0,F
RITA LORENA,1.0,0.0,F
RITA MILAGROS,1.0,0.0,F
RITA SUSANA,1.0,0.0,F
ROCIO MANUELA,1.0,0.0,F
ROKAIA,1.0,0.0,F
ROMAISSAA,1.0,0.0,F
ROMINA LORENA,1.0,0.0,F
ROSA EMPERATRIZ,1.0,0.0,F
ROSA MARIA JESUS,1.0,0.0,F
ROSA MELANIA,1.0,0.0,F
ROSA YAMILETH,1.0,0.0,F
ROSANA ANDREA,1.0,0.0,F
ROSARIO JUANA,1.0,0.0,F
ROSARIO RAQUEL,1.0,0.0,F
ROSINEIDE,1.0,0.0,F
ROSSI,1.0,0.0,F
ROUFAIDA,1.0,0.0,F
ROUGUIATOU,1.0,0.0,F
ROUMAISA,1.0,0.0,F
ROXANA DENISA,1.0,0.0,F
ROXANA VALENTINA,1.0,0.0,F
RUIHUA,1.0,0.0,F
RUTH AMPARO,1.0,0.0,F
RUTH DANIELA,1.0,0.0,F
RUTH KARINA,1.0,0.0,F
SABINIANA,1.0,0.0,F
SABRA,1.0,0.0,F
SAMANTHA VICTORIA,1.0,0.0,F
SAMRAE,1.0,0.0,F
SANDRA JANET,1.0,0.0,F
SANDRA JANNETH,1.0,0.0,F
SANDRA JAQUELINE,1.0,0.0,F
SANDRA JULIANA,1.0,0.0,F
SANDRA PAULA,1.0,0.0,F
SANDY GABRIELA,1.0,0.0,F
SARA AMPARO,1.0,0.0,F
SARA BEGOÑA,1.0,0.0,F
SARA CLAUDIA,1.0,0.0,F
SARA GEMA,1.0,0.0,F
SARA LIZETH,1.0,0.0,F
SARA MARCELA,1.0,0.0,F
SARA SUSANA,1.0,0.0,F
SAWERA,1.0,0.0,F
SAYEN,1.0,0.0,F
SHALINI,1.0,0.0,F
SHANAYA,1.0,0.0,F
SHARANJIT KAUR,1.0,0.0,F
SHI,0.5333333333333333,0.4666666666666667,F
SHIRLEY LORENA,1.0,0.0,F
SHUWEI,1.0,0.0,F
SILVIA AZUCENA,1.0,0.0,F
SILVIA GEMA,1.0,0.0,F
SILVIA JUDITH,1.0,0.0,F
SILVIA MIHAELA,1.0,0.0,F
SILVIA RUTH,1.0,0.0,F
SILVIA VALLE,1.0,0.0,F
SILVINA LAURA,1.0,0.0,F
SIMONA FLORINA,1.0,0.0,F
SKYE,1.0,0.0,F
SOCORRO CARMEN,1.0,0.0,F
SOCORRO PILAR,1.0,0.0,F
SOFIA AURORA,1.0,0.0,F
SOFIA EMILIA,1.0,0.0,F
SOFIA NOEMI,1.0,0.0,F
SOLEDAD CRISTINA,1.0,0.0,F
SOMAYEH,1.0,0.0,F
SONIA PAOLA,1.0,0.0,F
SONJA MARIA,1.0,0.0,F
SORIA,1.0,0.0,F
SORINA ELENA,1.0,0.0,F
SOUNDOUSS,1.0,0.0,F
SPASKA,1.0,0.0,F
STHEFANIA,1.0,0.0,F
SUIZHU,1.0,0.0,F
SUKHPREET,0.32,0.68,M
SUMI,1.0,0.0,F
SURAYA,1.0,0.0,F
SUSAN LINDA,1.0,0.0,F
SUSAN PAMELA,1.0,0.0,F
TAKWA,1.0,0.0,F
TANIA ANGELES,1.0,0.0,F
TANIA DANIELA,1.0,0.0,F
TANIA JESUS,1.0,0.0,F
TATIANA MICHELLE,1.0,0.0,F
TEODORA CRISTINA,1.0,0.0,F
TERESA ARACELI,1.0,0.0,F
TERESA GEMA,1.0,0.0,F
THAILA,1.0,0.0,F
THOURIA,1.0,0.0,F
TIRMA,1.0,0.0,F
TOMA,0.1509433962264151,0.8490566037735849,M
TRINIDAD CONCEPCION,1.0,0.0,F
TRINIDAD ENCARNACION,1.0,0.0,F
TRINIDAD ROSA,1.0,0.0,F
TRINIDAD TERESA,1.0,0.0,F
TSETSA,1.0,0.0,F
UMAYMA,1.0,0.0,F
UROOJ,1.0,0.0,F
VALERIA ABIGAIL,1.0,0.0,F
VALERIA MERCEDES,1.0,0.0,F
VANESA DOLORES,1.0,0.0,F
VANESSA LUCIA,1.0,0.0,F
VELISLAVA,1.0,0.0,F
VERKA,1.0,0.0,F
VERONICA ANTONIA,1.0,0.0,F
VERONICA CLAUDIA,1.0,0.0,F
VERONICA ESPERANZA,1.0,0.0,F
VETUTA,1.0,0.0,F
VICTORIA ALBA,1.0,0.0,F
VIKTORYA,1.0,0.0,F
VILMA ESTHER,1.0,0.0,F
VIVIANA GRACIELA,1.0,0.0,F
WENCHE,1.0,0.0,F
WENDY CARMEN,1.0,0.0,F
WENDY JAZMIN,1.0,0.0,F
WENDY KATHERINE,1.0,0.0,F
WENDY YESENIA,1.0,0.0,F
WENYA,1.0,0.0,F
WHITNEY,1.0,0.0,F
WU,0.15286624203821655,0.8471337579617835,M
XIAODONG,0.13186813186813187,0.8681318681318682,M
XIAOQI,1.0,0.0,F
XINGXING,1.0,0.0,F
XINJIE,0.26373626373626374,0.7362637362637363,M
XINWEI,0.3116883116883117,0.6883116883116883,M
XIUXIA,1.0,0.0,F
XUELIAN,1.0,0.0,F
YAIMI,1.0,0.0,F
YAIZA CRISTINA,1.0,0.0,F
YAIZA ESTHER,1.0,0.0,F
YALILA,1.0,0.0,F
YAMILET CARMEN,1.0,0.0,F
YAMILETH SOCORRO,1.0,0.0,F
YANERIS,1.0,0.0,F
YARI,0.23529411764705882,0.7647058823529411,M
YARIXA,1.0,0.0,F
YDAIRA,1.0,0.0,F
YELITZA JOSEFINA,1.0,0.0,F
YENISLEY,1.0,0.0,F
YENY ELIZABETH,1.0,0.0,F
YESENIA MARGARITA,1.0,0.0,F
YINGJIE,0.3870967741935484,0.6129032258064516,M
YOLANDA ANGELICA,1.0,0.0,F
YOLANDA ELVIRA,1.0,0.0,F
YOLANDA IRENE,1.0,0.0,F
YOLANDA JOSE,1.0,0.0,F
YOLANDA SUSANA,1.0,0.0,F
YOLANDE,1.0,0.0,F
YOLI,1.0,0.0,F
YUDANIA,1.0,0.0,F
YUMAIRA,1.0,0.0,F
YUNQIN,1.0,0.0,F
YURENA ISABEL,1.0,0.0,F
YURI ALEXANDRA,1.0,0.0,F
YVONE,1.0,0.0,F
ZAHRAE,1.0,0.0,F
ZAHYRA,1.0,0.0,F
ZARAI,1.0,0.0,F
ZEENAT,1.0,0.0,F
ZHIQI,1.0,0.0,F
ZHULIETA,1.0,0.0,F
AABIR,1.0,0.0,F
