2021-04-01 15:37:27,"b'RT @TabascoHOY: #Canc\xc3\xban\xf0\x9f\x93\x8c| Pese al #COVID19, turistas\xc2\xa0abarrotaron antros en inicio de #SemanaSanta en Playa del Carmen. #NoticiasTabascoHoy\xe2\x80\xa6'"
2021-04-01 15:37:27,"b'RT @JEHYSONGUZMAN: #ATENCION 53 nuevos contagios de #COVID19, por transmisi\xc3\xb3n comunitaria, registr\xc3\xb3 el estado M\xc3\xa9rida \xc3\xa9ste 31 de marzo. Seam\xe2\x80\xa6'"
2021-04-01 15:37:26,b'RT @jorgeosorioarc1: #ContigoCHV #VariantePi\xc3\xb1era el doctor ESPINOZA CLARITO COMO EL AGUA LES PEGO EL PALO A TODOS #todosfuera #RenunciaPi\xc3\xb1e\xe2\x80\xa6'
2021-04-01 15:37:25,b'RT @MilenaMayorga: Hoy tenemos la primera jornada de 1000 vacunas  anti #COVID19  para salvadore\xc3\xb1os en Virginia. \xf0\x9f\x92\x89'
2021-04-01 15:37:24,"b'RT @Comoespecie: La utilizaci\xc3\xb3n del #COVID19 de las derechas,las ha hecho ser parte del problema\nLas comunidades niegan sus competencias,pa\xe2\x80\xa6'"
2021-04-01 15:37:24,b'RT @HefinllerS: #1Abr \xf0\x9f\x87\xbb\xf0\x9f\x87\xaa\xf0\x9f\x97\xa3\xef\xb8\x8f \xc2\xa1NO HAY QUE DARLE CHANCE A LA #COVID19! SEAMOS RESPONSABLES CON NUESTRAS FAMILIAS Y SERES QUERIDOS \xf0\x9f\x91\x89\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\x91\xa6\xe2\x80\x8d\xf0\x9f\x91\xa6\xf0\x9f\x8f\x98\xef\xb8\x8f #U\xe2\x80\xa6'
2021-04-01 15:37:24,b'RT @Dr_Julio_Medina: #vacunas\nVideo que desarrolla de manera m\xc3\xa1s detallada las recomendaciones provisionales para personas vacunadas contra\xe2\x80\xa6'
2021-04-01 15:37:23,b'RT @CancilleriaVE: \xe2\x9a\x95\xef\xb8\x8f Al evitar la propagaci\xc3\xb3n de las enfermedades agudas estaremos evitando la entrada del #COVID19. Seguir las recomendac\xe2\x80\xa6'
2021-04-01 15:37:22,b'RT @jumode60: Covid 19 Informaci\xc3\xb3n del 01 abril 2020 y 01 abril 2021. Solo eso \xf0\x9f\x98\x94#Covid19 https://t.co/wdNscxATRw'
2021-04-01 15:37:22,b'La FDA acaba de aprobar varios tests qu\xc3\xa9 se pueden comprar en farmacias y realizarse en casa para detectar\xe2\x80\xa6 https://t.co/Hbg96sRCU1'
2021-04-01 15:37:22,b'COMUNICADO | Situaci\xc3\xb3n Nacional #COVID19 \n\n* 330.388 confirmados con prueba PCR\n* 281.684 recuperados\n* 36.027 caso\xe2\x80\xa6 https://t.co/qntJ5AbVxx'
2021-04-01 15:37:22,b'RT @Libertad020: \xf0\x9f\x87\xbb\xf0\x9f\x87\xaa\xf0\x9f\x93\xa2 \xc2\xa1ETIQUETA DEL D\xc3\x8dA! \xe2\x96\xb6\xef\xb8\x8f \n\nLa conciencia del pueblo es fundamental para la prevenci\xc3\xb3n de la #Covid19. Las variantes brasi\xe2\x80\xa6'
2021-04-01 15:37:17,"b'RT @elespanolcom: Qu\xc3\xa9 podemos esperar de la #COVID19 tras Semana Santa: el peor y el mejor escenario para Espa\xc3\xb1a, informa @guilleortiz_77 e\xe2\x80\xa6'"
2021-04-01 15:37:17,b'RT @hoypy: Los familiares de internados con #COVID19 en el hospital Ingavi del IPS denunciaron que los pacientes est\xc3\xa1n muriendo por falta d\xe2\x80\xa6'
2021-04-01 15:37:16,"b'@malaimagen @thecliniccl Los #Taxistas no somos as\xc3\xad, estamos perfectamente informados del mal manejo de la pandemia\xe2\x80\xa6 https://t.co/dRnUiGjbim'"
2021-04-01 15:37:14,b'RT @JorgePsuvR: Prevenir el #COVID19 es tarea fundamental de todos. Toma en cuenta las recomendaciones y as\xc3\xad evitar\xc3\xa1s el contagio. Recuerda\xe2\x80\xa6'
2021-04-01 15:37:13,b'\xf0\x9f\x86\x95#Beni Arribo a Trinidad de 31.066 dosis de la vacuna Sinopharm en el vuelo de Aerol\xc3\xadnea Boliviana de Aviaci\xc3\xb3n a la\xe2\x80\xa6 https://t.co/BfT3yZHZ0b'
2021-04-01 15:37:12,"b""RT @MoragaMamani: Ante propuesta de excepci\xc3\xb3n en #LeyDePesca, x remanente no consumido d captura, creo q' es 1 soluci\xc3\xb3n transitoria para pe\xe2\x80\xa6"""
2021-04-01 15:37:11,"b'RT @gato_pablo_: El pisco viene de las uvas \xf0\x9f\x8d\x87 por ende es un alimento, que adem\xc3\xa1s, es imprescindible para la subsistencia, conservaci\xc3\xb3n, y\xe2\x80\xa6'"
2021-04-01 15:37:10,b'Covid 19 Informaci\xc3\xb3n del 01 abril 2020 y 01 abril 2021. Solo eso \xf0\x9f\x98\x94#Covid19 https://t.co/wdNscxATRw'
2021-04-01 15:37:10,b'RT @omarbula: La peligrosa mediocridad de la #OMS es la prueba de que siempre es mejor tener la opini\xc3\xb3n de m\xc3\xa1s de un doctor...\n\n#COVID19'
2021-04-01 15:37:10,"b'Ojal\xc3\xa1 se prohibiera el ingreso de todo ese tropel de humanos que se fue a Orlando porque la ""oferta era insuperable"" #COVID19'"
2021-04-01 15:37:09,b'RT @ucatolica: Nuevo informe #iCovidChile: El sistema hospitalario no resiste un fin de semana largo con alta movilidad \xf0\x9f\x94\xb4 As\xc3\xad lo explican e\xe2\x80\xa6'
2021-04-01 15:37:08,"b'RT @garerolrios: \xf0\x9f\x87\xbb\xf0\x9f\x87\xaa\xf0\x9f\x98\xb7#UnidosEnPrevenci\xc3\xb3n Nuestros centinelas adscritos al .@D431CZGNB, contin\xc3\xbaan trabajando para la seguridad de nuestro pue\xe2\x80\xa6'"
2021-04-01 15:37:07,"b'\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1 cerr\xc3\xb3 totalmente todas sus fronteras. La #COVID19 avanza a paso r\xc3\xa1pido. El gobierno, contra las cuerdas...'"
2021-04-01 15:37:06,b'RT @Claudiashein: El #Covid19 no se va de vacaciones. Por ahora:\n\n1. No fiestas ni reuniones familiares\n2. No asistas a lugares cerrados si\xe2\x80\xa6'
2021-04-01 15:37:04,b'RT @PetraYsabelina: Arrib\xc3\xb3 un vuelo humanitario de China con 35 toneladas de insumos para tratamiento de la #COVID19. \n\n https://t.co/ePQ0u\xe2\x80\xa6'
